annotTriples	annotCost	estimatedAcc	lowerBound	upperBound
410	3.8722222222222222	0.497560975609756	0.4480983571989183	0.5470713788490226
396	3.75	0.49749999999999994	0.4478560893805796	0.5471932511993535
340	3.2111111111111112	0.47941176470588215	0.43024582272353495	0.5289797862810063
375	3.5416666666666665	0.48800000000000004	0.43817578974218463	0.5380638096859758
305	2.8805555555555555	0.5540983606557379	0.5037848451640663	0.6033272187278207
369	3.4875	0.46824324324324323	0.41864453530838813	0.5184775044881748
322	3.048611111111111	0.443076923076923	0.39391983298914746	0.4933747337162644
395	3.7305555555555556	0.5240506329113924	0.47386272181285827	0.5737574416321768
440	4.155555555555556	0.5068181818181821	0.4570737789675089	0.5564279519035574
222	2.1041666666666665	0.5177777777777774	0.46818805625725896	0.5670197677403876
425	4.013888888888889	0.4823529411764705	0.4326182770782216	0.5324397214298605
360	3.4	0.46944444444444433	0.42007063810021006	0.5194237194525205
393	3.716666666666667	0.5130801687763714	0.4631819221294702	0.5627190524695527
335	3.1638888888888888	0.5253731343283583	0.4752278003504829	0.575011902974639
325	3.0694444444444446	0.49846153846153846	0.4489776673916225	0.5479755654566832
420	3.966666666666667	0.5285714285714287	0.4784899808421361	0.5780842370895141
440	4.155555555555556	0.4840909090909093	0.43427198600846584	0.5342280534260504
408	3.8583333333333334	0.4837398373983739	0.4339820860480793	0.5338220919822709
470	4.438888888888889	0.5170212765957448	0.46697141146909643	0.5667319554126553
395	3.7305555555555556	0.48860759493670897	0.4390419234618027	0.5383983066893478
346	3.2777777777777777	0.48571428571428593	0.43631381913810907	0.5353954698679256
305	2.8805555555555555	0.47540983606557385	0.42606751469951754	0.5252369866032346
445	4.2027777777777775	0.5033707865168537	0.4533834086904885	0.5532908702981126
387	3.675	0.5172995780590718	0.4674152912172615	0.5668414271126528
363	3.433333333333333	0.5223744292237446	0.47215598642891615	0.5721445967025225
390	3.683333333333333	0.47948717948717945	0.43007700256747466	0.5293019523357453
340	3.2111111111111112	0.5411764705882354	0.49079436279358624	0.5907305405324454
405	3.825	0.5061728395061726	0.45655357848504763	0.5556707955200071
340	3.2111111111111112	0.488235294117647	0.43882437876860203	0.5378771939790915
393	3.716666666666667	0.4987341772151899	0.4490044439947454	0.5484889667218827
380	3.6013888888888888	0.48917748917748916	0.4393441635858582	0.5392268576729489
483	4.566666666666666	0.5030927835051547	0.4531768814523348	0.5529471114803722
360	3.4	0.44999999999999996	0.4010567336349755	0.4999306477767066
458	4.343055555555556	0.5096774193548388	0.4598254486233431	0.559337654215701
400	3.7777777777777777	0.5025000000000001	0.4528180887582727	0.5521325931670071
290	2.738888888888889	0.5379310344827588	0.48803300508576863	0.5870805600843152
400	3.7777777777777777	0.47249999999999986	0.4229980389448312	0.5225486664086562
345	3.2583333333333333	0.501449275362319	0.451822723824019	0.551047288940541
435	4.108333333333333	0.47126436781609193	0.4216947627932707	0.5214072602552526
375	3.5416666666666665	0.46666666666666656	0.41753745645723456	0.516451019537889
321	3.0416666666666665	0.4738461538461537	0.42422664718115344	0.5239876541586033
295	2.786111111111111	0.5152542372881356	0.4655352348155576	0.5646731161276298
355	3.352777777777778	0.4957746478873239	0.4462232579282427	0.5454091804627148
370	3.4944444444444445	0.4621621621621622	0.4126471275531275	0.5124350435926217
405	3.825	0.5111111111111114	0.4614834260070292	0.5605207254342973
380	3.588888888888889	0.518421052631579	0.4684516590418022	0.568024673114252
386	3.6555555555555554	0.4871794871794873	0.4375682341495044	0.5370446376603054
345	3.2583333333333333	0.4840579710144926	0.434740376169229	0.5336880457869418
370	3.4944444444444445	0.48378378378378384	0.4340072109563677	0.5338842209118468
370	3.4944444444444445	0.4675675675675677	0.41835121761478056	0.5174232469212638
352	3.3319444444444444	0.5112676056338028	0.4616981955587468	0.5606164019743872
450	4.25	0.4488888888888889	0.39954930354747814	0.4992553169846435
350	3.3055555555555554	0.44571428571428556	0.39638821998217033	0.4961332907938345
405	3.825	0.49135802469135814	0.4419014044218344	0.5409843792457821
365	3.4472222222222224	0.48219178082191766	0.43297478382401	0.5317567557875467
374	3.5347222222222223	0.4526666666666665	0.403354024329149	0.5029262964716927
