annotTriples	annotCost	estimatedAcc	MoE
161	3.0430555555555556	0.8819875776397516	0.049990006857531986
40	0.7652777777777777	0.975	0.04899909961350135
135	2.5125	0.9037037037037037	0.04994747231473844
186	3.4916666666666667	0.8602150537634409	0.04996845804154828
145	2.7444444444444445	0.896551724137931	0.04974118740825531
157	2.8777777777777778	0.8853503184713376	0.04999537061098949
135	2.4	0.9037037037037037	0.04994747231473844
153	2.8625	0.8888888888888888	0.049960730652569584
120	2.2583333333333333	0.9166666666666666	0.0496580551933954
86	1.6222222222222222	0.9418604651162791	0.049747090818047804
114	2.0791666666666666	0.9210526315789473	0.04971871804473629
94	1.7902777777777779	0.9361702127659575	0.04968161721973444
140	2.609722222222222	0.9	0.04987259262774956
120	2.245833333333333	0.9166666666666666	0.0496580551933954
120	2.2583333333333333	0.9166666666666666	0.04965805519339541
108	2.0375	0.9259259259259259	0.04962236286321352
145	2.6819444444444445	0.896551724137931	0.04974118740825531
135	2.5	0.9037037037037037	0.04994747231473846
125	2.2930555555555556	0.912	0.04986272438580169
67	1.2902777777777779	0.9552238805970149	0.04989441498927003
125	2.3805555555555555	0.912	0.04986272438580166
120	2.220833333333333	0.9166666666666666	0.04965805519339542
55	1.0569444444444445	0.9636363636363636	0.04992768783767697
140	2.584722222222222	0.9	0.04987259262774956
101	1.8888888888888888	0.9306930693069307	0.04977825453019493
114	2.154166666666667	0.9210526315789473	0.04971871804473622
86	1.6097222222222223	0.9418604651162791	0.049747090818047804
161	2.9555555555555557	0.8819875776397516	0.04999000685753198
77	1.4472222222222222	0.948051948051948	0.04989327309518447
145	2.7319444444444443	0.896551724137931	0.04974118740825531
161	2.9430555555555555	0.8819875776397516	0.049990006857531945
186	3.3666666666666667	0.8602150537634409	0.04996845804154828
101	1.9013888888888888	0.9306930693069307	0.04977825453019496
40	0.7777777777777778	0.975	0.04899909961350135
183	3.4583333333333335	0.8633879781420765	0.04989532491992048
101	1.8388888888888888	0.9306930693069307	0.049778254530194986
77	1.4597222222222221	0.948051948051948	0.04989327309518449
149	2.7847222222222223	0.8926174496644296	0.049878889604374345
165	3.0083333333333333	0.8787878787878788	0.049950658939806894
67	1.2652777777777777	0.9552238805970149	0.04989441498927003
153	2.875	0.8888888888888888	0.04996073065256956
67	1.2402777777777778	0.9552238805970149	0.04989441498927004
176	3.2472222222222222	0.8693181818181818	0.04993741210785308
153	2.85	0.8888888888888888	0.0499607306525696
108	2.05	0.9259259259259259	0.04962236286321352
86	1.6472222222222221	0.9418604651162791	0.049747090818047804
125	2.3555555555555556	0.912	0.049862724385801714
135	2.4125	0.9037037037037037	0.049947472314738436
180	3.3625	0.8666666666666667	0.04979858359751794
186	3.441666666666667	0.8602150537634409	0.04996845804154828
140	2.609722222222222	0.9	0.04987259262774956
153	2.8375	0.8888888888888888	0.04996073065256956
67	1.2652777777777777	0.9552238805970149	0.049894414989270025
165	3.0708333333333333	0.8787878787878788	0.04995065893980686
40	0.7652777777777777	0.975	0.04899909961350135
67	1.2652777777777777	0.9552238805970149	0.04989441498927005
149	2.797222222222222	0.8926174496644296	0.04987888960437432
101	1.8763888888888889	0.9306930693069307	0.049778254530194965
157	2.915277777777778	0.8853503184713376	0.0499953706109895
40	0.7777777777777778	0.975	0.048999099613501344
180	3.2625	0.8666666666666667	0.04979858359751794
130	2.4027777777777777	0.9076923076923077	0.049950692122830286
135	2.5125	0.9037037037037037	0.04994747231473846
101	1.913888888888889	0.9306930693069307	0.049778254530194965
153	2.825	0.8888888888888888	0.0499607306525696
94	1.7652777777777777	0.9361702127659575	0.04968161721973445
145	2.7444444444444445	0.896551724137931	0.04974118740825531
40	0.7777777777777778	0.975	0.04899909961350135
40	0.7652777777777777	0.975	0.04899909961350135
120	2.245833333333333	0.9166666666666666	0.04965805519339541
108	2.025	0.9259259259259259	0.049622362863213525
77	1.4597222222222221	0.948051948051948	0.04989327309518448
153	2.8625	0.8888888888888888	0.04996073065256958
40	0.7652777777777777	0.975	0.04899909961350136
140	2.647222222222222	0.9	0.04987259262774956
145	2.7069444444444444	0.896551724137931	0.04974118740825531
193	3.6277777777777778	0.8549222797927462	0.04981511708747387
135	2.475	0.9037037037037037	0.04994747231473846
108	2.05	0.9259259259259259	0.04962236286321352
101	1.926388888888889	0.9306930693069307	0.04977825453019495
120	2.1333333333333333	0.9166666666666666	0.04965805519339542
108	2.025	0.9259259259259259	0.04962236286321352
101	1.851388888888889	0.9306930693069307	0.04977825453019498
176	3.2597222222222224	0.8693181818181818	0.04993741210785308
161	2.9680555555555554	0.8819875776397516	0.04999000685753195
94	1.7902777777777779	0.9361702127659575	0.04968161721973446
40	0.7777777777777778	0.975	0.04899909961350135
108	2.0375	0.9259259259259259	0.04962236286321352
145	2.6819444444444445	0.896551724137931	0.04974118740825531
120	2.1958333333333333	0.9166666666666666	0.049658055193395424
94	1.7527777777777778	0.9361702127659575	0.04968161721973445
135	2.4875	0.9037037037037037	0.04994747231473844
114	2.1416666666666666	0.9210526315789473	0.04971871804473622
153	2.875	0.8888888888888888	0.04996073065256958
196	3.611111111111111	0.8520408163265306	0.049834711510548704
130	2.4402777777777778	0.9076923076923077	0.04995069212283029
130	2.390277777777778	0.9076923076923077	0.049950692122830286
145	2.6944444444444446	0.896551724137931	0.04974118740825531
180	3.3375	0.8666666666666667	0.04979858359751792
101	1.913888888888889	0.9306930693069307	0.04977825453019496
114	2.191666666666667	0.9210526315789473	0.04971871804473625
145	2.7569444444444446	0.896551724137931	0.04974118740825531
145	2.7069444444444444	0.896551724137931	0.04974118740825531
120	2.2083333333333335	0.9166666666666666	0.049658055193395424
140	2.5347222222222223	0.9	0.04987259262774956
145	2.6819444444444445	0.896551724137931	0.04974118740825531
108	2.0375	0.9259259259259259	0.04962236286321352
125	2.3430555555555554	0.912	0.049862724385801714
130	2.3777777777777778	0.9076923076923077	0.04995069212283027
145	2.7069444444444444	0.896551724137931	0.04974118740825531
149	2.7847222222222223	0.8926174496644296	0.04987888960437435
153	2.8	0.8888888888888888	0.049960730652569584
77	1.4722222222222223	0.948051948051948	0.0498932730951845
86	1.6472222222222221	0.9418604651162791	0.049747090818047804
186	3.441666666666667	0.8602150537634409	0.04996845804154828
125	2.3180555555555555	0.912	0.049862724385801686
157	2.952777777777778	0.8853503184713376	0.04999537061098954
145	2.6694444444444443	0.896551724137931	0.04974118740825531
173	3.238888888888889	0.8728323699421965	0.049789478619231164
193	3.477777777777778	0.8549222797927462	0.04981511708747382
149	2.8097222222222222	0.8926174496644296	0.04987888960437436
101	1.8888888888888888	0.9306930693069307	0.04977825453019496
40	0.7402777777777778	0.975	0.048999099613501344
153	2.825	0.8888888888888888	0.049960730652569584
161	2.9305555555555554	0.8819875776397516	0.049990006857531945
30	0.5833333333333334	1.0	0.0
86	1.5972222222222223	0.9418604651162791	0.04974709081804782
55	1.0319444444444446	0.9636363636363636	0.04992768783767696
77	1.4722222222222223	0.948051948051948	0.04989327309518446
40	0.7777777777777778	0.975	0.04899909961350135
130	2.4277777777777776	0.9076923076923077	0.049950692122830286
193	3.515277777777778	0.8549222797927462	0.04981511708747384
149	2.772222222222222	0.8926174496644296	0.049878889604374345
114	2.154166666666667	0.9210526315789473	0.04971871804473624
153	2.8375	0.8888888888888888	0.049960730652569584
153	2.8375	0.8888888888888888	0.04996073065256957
101	1.9513888888888888	0.9306930693069307	0.04977825453019498
153	2.8625	0.8888888888888888	0.04996073065256958
205	3.623611111111111	0.8439024390243902	0.04980548653806685
145	2.6819444444444445	0.896551724137931	0.04974118740825531
140	2.609722222222222	0.9	0.04987259262774956
140	2.647222222222222	0.9	0.04987259262774956
153	2.8125	0.8888888888888888	0.04996073065256958
207	3.8125	0.8405797101449275	0.0499891473816271
108	2.0625	0.9259259259259259	0.04962236286321353
125	2.3305555555555557	0.912	0.04986272438580167
130	2.3777777777777778	0.9076923076923077	0.049950692122830286
169	3.073611111111111	0.8757396449704142	0.049882389664800124
67	1.2902777777777779	0.9552238805970149	0.04989441498927007
108	2.0125	0.9259259259259259	0.04962236286321351
135	2.5125	0.9037037037037037	0.049947472314738464
165	2.9208333333333334	0.8787878787878788	0.04995065893980686
120	2.220833333333333	0.9166666666666666	0.04965805519339541
114	2.1041666666666665	0.9210526315789473	0.04971871804473628
169	3.123611111111111	0.8757396449704142	0.04988238966480013
86	1.6222222222222222	0.9418604651162791	0.049747090818047804
40	0.7652777777777777	0.975	0.04899909961350135
30	0.5583333333333333	1.0	0.0
140	2.584722222222222	0.9	0.04987259262774956
157	2.9902777777777776	0.8853503184713376	0.049995370610989555
40	0.7652777777777777	0.975	0.04899909961350135
165	3.0458333333333334	0.8787878787878788	0.04995065893980686
157	2.952777777777778	0.8853503184713376	0.04999537061098952
94	1.8027777777777778	0.9361702127659575	0.04968161721973445
173	3.213888888888889	0.8728323699421965	0.04978947861923119
30	0.5833333333333334	1.0	0.0
114	2.129166666666667	0.9210526315789473	0.049718718044736224
40	0.7652777777777777	0.975	0.04899909961350135
140	2.609722222222222	0.9	0.04987259262774956
176	3.297222222222222	0.8693181818181818	0.049937412107853046
183	3.345833333333333	0.8633879781420765	0.04989532491992043
125	2.2680555555555557	0.912	0.049862724385801686
130	2.390277777777778	0.9076923076923077	0.049950692122830306
169	3.136111111111111	0.8757396449704142	0.049882389664800124
94	1.7527777777777778	0.9361702127659575	0.049681617219734436
101	1.8888888888888888	0.9306930693069307	0.049778254530194965
114	2.154166666666667	0.9210526315789473	0.049718718044736196
169	3.123611111111111	0.8757396449704142	0.04988238966480013
149	2.7472222222222222	0.8926174496644296	0.0498788896043743
125	2.3430555555555554	0.912	0.04986272438580171
135	2.5625	0.9037037037037037	0.049947472314738464
130	2.415277777777778	0.9076923076923077	0.04995069212283029
161	2.9555555555555557	0.8819875776397516	0.04999000685753196
153	2.8625	0.8888888888888888	0.049960730652569535
140	2.6347222222222224	0.9	0.04987259262774956
55	1.0444444444444445	0.9636363636363636	0.04992768783767696
125	2.3555555555555556	0.912	0.0498627243858017
149	2.6847222222222222	0.8926174496644296	0.049878889604374324
173	3.201388888888889	0.8728323699421965	0.04978947861923112
153	2.775	0.8888888888888888	0.04996073065256958
153	2.8625	0.8888888888888888	0.04996073065256955
114	2.154166666666667	0.9210526315789473	0.049718718044736286
114	2.0541666666666667	0.9210526315789473	0.04971871804473626
153	2.75	0.8888888888888888	0.049960730652569584
157	2.915277777777778	0.8853503184713376	0.04999537061098955
145	2.6819444444444445	0.896551724137931	0.04974118740825531
130	2.3777777777777778	0.9076923076923077	0.049950692122830286
173	3.1013888888888888	0.8728323699421965	0.049789478619231185
153	2.8625	0.8888888888888888	0.04996073065256958
135	2.5125	0.9037037037037037	0.049947472314738464
169	3.098611111111111	0.8757396449704142	0.049882389664800124
145	2.6944444444444446	0.896551724137931	0.04974118740825531
157	2.9277777777777776	0.8853503184713376	0.049995370610989506
180	3.2375	0.8666666666666667	0.04979858359751792
108	1.9875	0.9259259259259259	0.04962236286321352
190	3.5444444444444443	0.8578947368421053	0.049778209624648635
169	3.136111111111111	0.8757396449704142	0.049882389664800124
130	2.4652777777777777	0.9076923076923077	0.049950692122830286
161	2.9805555555555556	0.8819875776397516	0.049990006857531945
86	1.6347222222222222	0.9418604651162791	0.04974709081804782
101	1.863888888888889	0.9306930693069307	0.04977825453019493
149	2.6972222222222224	0.8926174496644296	0.04987888960437433
40	0.7652777777777777	0.975	0.04899909961350135
153	2.7625	0.8888888888888888	0.049960730652569584
114	2.1041666666666665	0.9210526315789473	0.04971871804473624
120	2.220833333333333	0.9166666666666666	0.04965805519339541
157	2.9277777777777776	0.8853503184713376	0.0499953706109895
108	1.975	0.9259259259259259	0.04962236286321352
130	2.3777777777777778	0.9076923076923077	0.04995069212283029
165	3.0708333333333333	0.8787878787878788	0.04995065893980688
140	2.609722222222222	0.9	0.04987259262774956
114	2.129166666666667	0.9210526315789473	0.04971871804473623
165	3.1083333333333334	0.8787878787878788	0.04995065893980688
135	2.475	0.9037037037037037	0.04994747231473846
114	2.091666666666667	0.9210526315789473	0.04971871804473629
173	3.2263888888888888	0.8728323699421965	0.049789478619231185
153	2.825	0.8888888888888888	0.0499607306525696
120	2.2583333333333333	0.9166666666666666	0.04965805519339542
108	2.0375	0.9259259259259259	0.04962236286321352
149	2.7597222222222224	0.8926174496644296	0.04987888960437433
101	1.8888888888888888	0.9306930693069307	0.04977825453019496
120	2.2333333333333334	0.9166666666666666	0.049658055193395396
196	3.5861111111111112	0.8520408163265306	0.04983471151054871
40	0.7652777777777777	0.975	0.04899909961350135
135	2.5375	0.9037037037037037	0.049947472314738464
108	2.025	0.9259259259259259	0.04962236286321351
153	2.7625	0.8888888888888888	0.04996073065256952
145	2.6319444444444446	0.896551724137931	0.04974118740825531
130	2.3777777777777778	0.9076923076923077	0.04995069212283029
67	1.2777777777777777	0.9552238805970149	0.04989441498927002
30	0.5833333333333334	1.0	0.0
125	2.3680555555555554	0.912	0.04986272438580172
165	3.033333333333333	0.8787878787878788	0.049950658939806845
125	2.3180555555555555	0.912	0.049862724385801714
120	2.2708333333333335	0.9166666666666666	0.04965805519339541
173	3.213888888888889	0.8728323699421965	0.04978947861923117
114	2.1416666666666666	0.9210526315789473	0.049718718044736265
183	3.2708333333333335	0.8633879781420765	0.049895324919920395
94	1.7777777777777777	0.9361702127659575	0.04968161721973444
114	2.129166666666667	0.9210526315789473	0.04971871804473626
153	2.8	0.8888888888888888	0.04996073065256958
108	1.9875	0.9259259259259259	0.04962236286321352
30	0.5833333333333334	1.0	0.0
153	2.85	0.8888888888888888	0.04996073065256959
101	1.851388888888889	0.9306930693069307	0.04977825453019498
120	2.2708333333333335	0.9166666666666666	0.04965805519339541
40	0.7652777777777777	0.975	0.04899909961350135
173	3.1638888888888888	0.8728323699421965	0.049789478619231206
130	2.3652777777777776	0.9076923076923077	0.049950692122830286
40	0.7652777777777777	0.975	0.04899909961350135
145	2.6819444444444445	0.896551724137931	0.04974118740825531
135	2.475	0.9037037037037037	0.04994747231473844
149	2.772222222222222	0.8926174496644296	0.04987888960437435
140	2.5722222222222224	0.9	0.049872592627749554
120	2.3208333333333333	0.9166666666666666	0.049658055193395396
120	2.220833333333333	0.9166666666666666	0.04965805519339541
161	2.9430555555555555	0.8819875776397516	0.04999000685753196
161	3.0180555555555557	0.8819875776397516	0.04999000685753195
114	2.191666666666667	0.9210526315789473	0.04971871804473621
165	3.0833333333333335	0.8787878787878788	0.049950658939806866
114	2.091666666666667	0.9210526315789473	0.049718718044736265
120	2.1708333333333334	0.9166666666666666	0.0496580551933954
176	3.2597222222222224	0.8693181818181818	0.04993741210785308
125	2.3430555555555554	0.912	0.04986272438580171
40	0.7652777777777777	0.975	0.04899909961350135
120	2.2583333333333333	0.9166666666666666	0.04965805519339541
114	2.1666666666666665	0.9210526315789473	0.049718718044736245
165	3.033333333333333	0.8787878787878788	0.049950658939806845
101	1.8763888888888889	0.9306930693069307	0.04977825453019491
77	1.4847222222222223	0.948051948051948	0.049893273095184494
130	2.415277777777778	0.9076923076923077	0.049950692122830265
135	2.55	0.9037037037037037	0.049947472314738464
153	2.8125	0.8888888888888888	0.049960730652569584
153	2.85	0.8888888888888888	0.04996073065256959
94	1.8152777777777778	0.9361702127659575	0.04968161721973444
130	2.390277777777778	0.9076923076923077	0.049950692122830286
145	2.6569444444444446	0.896551724137931	0.04974118740825531
153	2.8375	0.8888888888888888	0.04996073065256958
108	2.0375	0.9259259259259259	0.04962236286321352
140	2.6222222222222222	0.9	0.04987259262774956
40	0.7652777777777777	0.975	0.048999099613501344
135	2.5625	0.9037037037037037	0.04994747231473845
130	2.452777777777778	0.9076923076923077	0.049950692122830286
145	2.6694444444444443	0.896551724137931	0.04974118740825531
114	2.129166666666667	0.9210526315789473	0.04971871804473628
130	2.452777777777778	0.9076923076923077	0.04995069212283028
140	2.5597222222222222	0.9	0.04987259262774957
216	3.8375	0.8333333333333334	0.049815284257625665
140	2.5597222222222222	0.9	0.04987259262774956
125	2.3430555555555554	0.912	0.04986272438580169
94	1.7902777777777779	0.9361702127659575	0.04968161721973445
114	2.191666666666667	0.9210526315789473	0.04971871804473624
157	2.8777777777777778	0.8853503184713376	0.04999537061098955
94	1.7777777777777777	0.9361702127659575	0.049681617219734464
120	2.2583333333333333	0.9166666666666666	0.0496580551933954
55	1.0569444444444445	0.9636363636363636	0.04992768783767696
67	1.2777777777777777	0.9552238805970149	0.049894414989270004
67	1.2652777777777777	0.9552238805970149	0.04989441498927003
176	3.3097222222222222	0.8693181818181818	0.049937412107853046
140	2.5597222222222222	0.9	0.04987259262774957
67	1.2652777777777777	0.9552238805970149	0.049894414989270004
130	2.4402777777777778	0.9076923076923077	0.049950692122830286
30	0.5708333333333333	1.0	0.0
125	2.3180555555555555	0.912	0.04986272438580165
145	2.6819444444444445	0.896551724137931	0.04974118740825531
130	2.4402777777777778	0.9076923076923077	0.049950692122830286
67	1.2777777777777777	0.9552238805970149	0.04989441498927003
149	2.7847222222222223	0.8926174496644296	0.04987888960437431
216	3.925	0.8333333333333334	0.04981528425762568
114	2.091666666666667	0.9210526315789473	0.04971871804473624
161	2.9680555555555554	0.8819875776397516	0.049990006857531966
140	2.6222222222222222	0.9	0.04987259262774956
157	2.9027777777777777	0.8853503184713376	0.04999537061098952
130	2.4277777777777776	0.9076923076923077	0.04995069212283028
153	2.8	0.8888888888888888	0.04996073065256956
153	2.8	0.8888888888888888	0.049960730652569604
183	3.3958333333333335	0.8633879781420765	0.04989532491992044
40	0.7777777777777778	0.975	0.04899909961350135
40	0.7777777777777778	0.975	0.048999099613501344
114	2.154166666666667	0.9210526315789473	0.049718718044736265
77	1.4722222222222223	0.948051948051948	0.04989327309518449
149	2.7472222222222222	0.8926174496644296	0.04987888960437432
169	3.161111111111111	0.8757396449704142	0.049882389664800124
145	2.7319444444444443	0.896551724137931	0.04974118740825531
140	2.609722222222222	0.9	0.04987259262774956
67	1.2777777777777777	0.9552238805970149	0.04989441498927007
135	2.5125	0.9037037037037037	0.049947472314738464
135	2.525	0.9037037037037037	0.04994747231473846
165	3.095833333333333	0.8787878787878788	0.04995065893980685
157	2.8777777777777778	0.8853503184713376	0.04999537061098955
55	1.0569444444444445	0.9636363636363636	0.049927687837676954
149	2.7472222222222222	0.8926174496644296	0.04987888960437435
67	1.2527777777777778	0.9552238805970149	0.04989441498927001
149	2.7597222222222224	0.8926174496644296	0.04987888960437434
149	2.7472222222222222	0.8926174496644296	0.049878889604374324
135	2.55	0.9037037037037037	0.04994747231473846
157	2.952777777777778	0.8853503184713376	0.049995370610989555
130	2.4277777777777776	0.9076923076923077	0.04995069212283029
130	2.390277777777778	0.9076923076923077	0.04995069212283029
157	2.8777777777777778	0.8853503184713376	0.049995370610989534
125	2.3555555555555556	0.912	0.049862724385801645
145	2.6694444444444443	0.896551724137931	0.04974118740825531
101	1.9013888888888888	0.9306930693069307	0.049778254530194965
86	1.6347222222222222	0.9418604651162791	0.04974709081804782
101	1.8388888888888888	0.9306930693069307	0.04977825453019495
161	2.9305555555555554	0.8819875776397516	0.04999000685753195
55	1.0569444444444445	0.9636363636363636	0.04992768783767696
153	2.8375	0.8888888888888888	0.049960730652569535
135	2.475	0.9037037037037037	0.04994747231473844
180	3.3625	0.8666666666666667	0.049798583597517945
169	3.073611111111111	0.8757396449704142	0.04988238966480013
153	2.775	0.8888888888888888	0.04996073065256958
153	2.8	0.8888888888888888	0.04996073065256958
94	1.7902777777777779	0.9361702127659575	0.04968161721973446
173	3.176388888888889	0.8728323699421965	0.049789478619231185
30	0.5708333333333333	1.0	0.0
130	2.452777777777778	0.9076923076923077	0.04995069212283027
40	0.7652777777777777	0.975	0.04899909961350135
169	3.123611111111111	0.8757396449704142	0.049882389664800124
140	2.6222222222222222	0.9	0.04987259262774956
125	2.3930555555555557	0.912	0.049862724385801686
161	2.9305555555555554	0.8819875776397516	0.04999000685753199
135	2.525	0.9037037037037037	0.04994747231473847
40	0.7527777777777778	0.975	0.04899909961350135
157	2.852777777777778	0.8853503184713376	0.04999537061098952
140	2.5722222222222224	0.9	0.04987259262774956
40	0.7777777777777778	0.975	0.04899909961350135
30	0.5708333333333333	1.0	0.0
149	2.7597222222222224	0.8926174496644296	0.04987888960437437
173	3.138888888888889	0.8728323699421965	0.049789478619231206
40	0.7527777777777778	0.975	0.04899909961350135
120	2.2083333333333335	0.9166666666666666	0.0496580551933954
130	2.3777777777777778	0.9076923076923077	0.04995069212283029
94	1.7152777777777777	0.9361702127659575	0.049681617219734436
101	1.9388888888888889	0.9306930693069307	0.049778254530194986
101	1.9013888888888888	0.9306930693069307	0.049778254530194944
130	2.4402777777777778	0.9076923076923077	0.049950692122830286
108	1.9875	0.9259259259259259	0.04962236286321352
149	2.834722222222222	0.8926174496644296	0.049878889604374324
125	2.3180555555555555	0.912	0.04986272438580167
157	2.890277777777778	0.8853503184713376	0.049995370610989555
205	3.7736111111111112	0.8439024390243902	0.049805486538066844
40	0.7652777777777777	0.975	0.04899909961350135
145	2.6694444444444443	0.896551724137931	0.04974118740825531
161	3.0430555555555556	0.8819875776397516	0.04999000685753195
94	1.7652777777777777	0.9361702127659575	0.04968161721973446
125	2.3430555555555554	0.912	0.04986272438580173
145	2.5819444444444444	0.896551724137931	0.04974118740825531
86	1.6097222222222223	0.9418604651162791	0.04974709081804782
180	3.2625	0.8666666666666667	0.049798583597517945
190	3.4694444444444446	0.8578947368421053	0.04977820962464868
149	2.7847222222222223	0.8926174496644296	0.04987888960437434
125	2.3055555555555554	0.912	0.04986272438580172
173	3.1638888888888888	0.8728323699421965	0.04978947861923121
213	3.9291666666666667	0.8356807511737089	0.04988208297515615
186	3.4541666666666666	0.8602150537634409	0.04996845804154828
125	2.3805555555555555	0.912	0.049862724385801666
130	2.4402777777777778	0.9076923076923077	0.049950692122830286
125	2.3180555555555555	0.912	0.04986272438580166
199	3.6694444444444443	0.8492462311557789	0.04983866483233059
40	0.7777777777777778	0.975	0.048999099613501344
173	3.188888888888889	0.8728323699421965	0.049789478619231185
114	2.1666666666666665	0.9210526315789473	0.049718718044736286
30	0.5833333333333334	1.0	0.0
130	2.390277777777778	0.9076923076923077	0.049950692122830286
165	2.9833333333333334	0.8787878787878788	0.049950658939806866
130	2.4027777777777777	0.9076923076923077	0.04995069212283027
149	2.772222222222222	0.8926174496644296	0.049878889604374324
157	2.8652777777777776	0.8853503184713376	0.04999537061098957
140	2.584722222222222	0.9	0.04987259262774956
30	0.5833333333333334	1.0	0.0
120	2.2583333333333333	0.9166666666666666	0.049658055193395424
140	2.5347222222222223	0.9	0.04987259262774956
114	2.1666666666666665	0.9210526315789473	0.04971871804473626
130	2.390277777777778	0.9076923076923077	0.04995069212283029
157	2.9277777777777776	0.8853503184713376	0.049995370610989576
77	1.4347222222222222	0.948051948051948	0.04989327309518449
157	2.8777777777777778	0.8853503184713376	0.04999537061098956
120	2.183333333333333	0.9166666666666666	0.04965805519339542
183	3.2958333333333334	0.8633879781420765	0.0498953249199205
149	2.797222222222222	0.8926174496644296	0.04987888960437435
193	3.540277777777778	0.8549222797927462	0.04981511708747383
125	2.3180555555555555	0.912	0.049862724385801686
190	3.5194444444444444	0.8578947368421053	0.04977820962464858
94	1.8027777777777778	0.9361702127659575	0.049681617219734436
120	2.2583333333333333	0.9166666666666666	0.04965805519339542
161	3.0430555555555556	0.8819875776397516	0.049990006857531945
161	2.9555555555555557	0.8819875776397516	0.04999000685753197
135	2.525	0.9037037037037037	0.04994747231473848
40	0.7402777777777778	0.975	0.04899909961350135
40	0.7527777777777778	0.975	0.04899909961350135
145	2.6069444444444443	0.896551724137931	0.04974118740825531
183	3.3833333333333333	0.8633879781420765	0.049895324919920415
55	1.0444444444444445	0.9636363636363636	0.04992768783767697
86	1.6222222222222222	0.9418604651162791	0.04974709081804781
140	2.6222222222222222	0.9	0.04987259262774956
149	2.797222222222222	0.8926174496644296	0.04987888960437433
40	0.7777777777777778	0.975	0.04899909961350135
55	1.0569444444444445	0.9636363636363636	0.04992768783767696
157	2.8652777777777776	0.8853503184713376	0.049995370610989534
55	0.9819444444444444	0.9636363636363636	0.04992768783767697
120	2.2708333333333335	0.9166666666666666	0.04965805519339541
140	2.5097222222222224	0.9	0.04987259262774956
40	0.7527777777777778	0.975	0.04899909961350135
40	0.7777777777777778	0.975	0.04899909961350136
186	3.4791666666666665	0.8602150537634409	0.04996845804154828
94	1.7902777777777779	0.9361702127659575	0.04968161721973444
30	0.5583333333333333	1.0	0.0
130	2.4277777777777776	0.9076923076923077	0.049950692122830286
140	2.647222222222222	0.9	0.04987259262774956
120	2.2333333333333334	0.9166666666666666	0.0496580551933954
55	1.0569444444444445	0.9636363636363636	0.049927687837676954
114	2.154166666666667	0.9210526315789473	0.049718718044736265
153	2.85	0.8888888888888888	0.04996073065256956
108	2.0125	0.9259259259259259	0.049622362863213525
186	3.4291666666666667	0.8602150537634409	0.04996845804154828
30	0.5833333333333334	1.0	0.0
120	2.3208333333333333	0.9166666666666666	0.049658055193395424
67	1.2902777777777779	0.9552238805970149	0.04989441498927
30	0.5833333333333334	1.0	0.0
30	0.5708333333333333	1.0	0.0
173	3.1638888888888888	0.8728323699421965	0.04978947861923114
125	2.3305555555555557	0.912	0.04986272438580166
101	1.8888888888888888	0.9306930693069307	0.049778254530194965
130	2.4277777777777776	0.9076923076923077	0.049950692122830306
169	3.1486111111111112	0.8757396449704142	0.049882389664800124
176	3.3097222222222222	0.8693181818181818	0.049937412107853095
86	1.6472222222222221	0.9418604651162791	0.04974709081804781
153	2.8375	0.8888888888888888	0.04996073065256956
30	0.5833333333333334	1.0	0.0
40	0.7777777777777778	0.975	0.04899909961350135
196	3.611111111111111	0.8520408163265306	0.04983471151054869
149	2.709722222222222	0.8926174496644296	0.04987888960437433
