annotTriples	annotCost	estimatedAcc	lowerBound	upperBound
140	2.547222222222222	0.9071428571428571	0.8464410538134742	0.9460981830285752
89	1.6430555555555555	0.9550561797752809	0.8865243163604264	0.985930737975119
109	2.0319444444444446	0.9357798165137615	0.871159825824109	0.9707293254935433
120	2.2333333333333334	0.925	0.8618753450181015	0.9617583635260006
161	2.9305555555555554	0.8881987577639752	0.8293938026117422	0.9289105759970908
96	1.8041666666666667	0.9479166666666666	0.8808616359914486	0.9805039832193835
115	2.123611111111111	0.9304347826086956	0.8667907659545058	0.966251852189129
149	2.6597222222222223	0.8993288590604027	0.839548507651714	0.9390360525729093
109	1.9444444444444444	0.9357798165137615	0.871159825824109	0.9707293254935433
120	2.158333333333333	0.925	0.8618753450181015	0.9617583635260006
161	2.9055555555555554	0.8881987577639752	0.8293938026117422	0.9289105759970908
131	2.3722222222222222	0.916030534351145	0.8544968028962253	0.9538599217587868
157	2.8402777777777777	0.89171974522293	0.8325740088604875	0.9321541955580029
126	2.325	0.9206349206349206	0.85852236282016	0.9578578670598953
103	1.8652777777777778	0.941747572815534	0.876186586437669	0.9755427048360497
120	2.283333333333333	0.925	0.8618753450181015	0.9617583635260006
153	2.6875	0.8954248366013072	0.8359525936079629	0.9355270961998884
96	1.8041666666666667	0.9479166666666666	0.8808616359914486	0.9805039832193835
144	2.6375	0.9027777777777778	0.8423441728746867	0.9422801194267559
109	1.9444444444444444	0.9357798165137615	0.871159825824109	0.9707293254935433
144	2.65	0.9027777777777778	0.8423441728746867	0.9422801194267559
140	2.484722222222222	0.9071428571428571	0.8464410538134742	0.9460981830285752
149	2.7597222222222224	0.8993288590604027	0.839548507651714	0.9390360525729093
157	2.7777777777777777	0.89171974522293	0.8325740088604875	0.9321541955580029
96	1.8041666666666667	0.9479166666666666	0.8808616359914486	0.9805039832193835
140	2.547222222222222	0.9071428571428571	0.8464410538134742	0.9460981830285752
109	2.0694444444444446	0.9357798165137615	0.871159825824109	0.9707293254935433
81	1.5375	0.9629629629629629	0.8922637976190929	0.9917379751286707
178	3.248611111111111	0.8707865168539326	0.8129697340433761	0.9129373327832235
131	2.4097222222222223	0.916030534351145	0.8544968028962253	0.9538599217587868
120	2.1958333333333333	0.925	0.8618753450181015	0.9617583635260006
72	1.375	0.9722222222222222	0.8984727336352062	0.9981344922459169
161	2.8805555555555555	0.8881987577639752	0.8293938026117422	0.9289105759970908
115	2.0861111111111112	0.9304347826086956	0.8667907659545058	0.966251852189129
120	2.183333333333333	0.925	0.8618753450181015	0.9617583635260006
149	2.734722222222222	0.8993288590604027	0.839548507651714	0.9390360525729093
161	2.9430555555555555	0.8881987577639752	0.8293938026117422	0.9289105759970908
89	1.6180555555555556	0.9550561797752809	0.8865243163604264	0.985930737975119
144	2.525	0.9027777777777778	0.8423441728746867	0.9422801194267559
144	2.5375	0.9027777777777778	0.8423441728746867	0.9422801194267559
135	2.475	0.9111111111111111	0.8497770653209608	0.9496959519090743
120	2.183333333333333	0.925	0.8618753450181015	0.9617583635260006
164	2.951388888888889	0.8841463414634146	0.8253819400366735	0.9253265016398637
144	2.5875	0.9027777777777778	0.8423441728746867	0.9422801194267559
81	1.5125	0.9629629629629629	0.8922637976190929	0.9917379751286707
153	2.725	0.8954248366013072	0.8359525936079629	0.9355270961998884
126	2.3125	0.9206349206349206	0.85852236282016	0.9578578670598953
120	2.2333333333333334	0.925	0.8618753450181015	0.9617583635260006
115	2.1486111111111112	0.9304347826086956	0.8667907659545058	0.966251852189129
120	2.220833333333333	0.925	0.8618753450181015	0.9617583635260006
164	2.926388888888889	0.8841463414634146	0.8253819400366735	0.9253265016398637
135	2.4375	0.9111111111111111	0.8497770653209608	0.9496959519090743
115	2.173611111111111	0.9304347826086956	0.8667907659545058	0.966251852189129
140	2.5597222222222222	0.9071428571428571	0.8464410538134742	0.9460981830285752
178	3.186111111111111	0.8707865168539326	0.8129697340433761	0.9129373327832235
175	3.102777777777778	0.8742857142857143	0.8163591308914016	0.9161332165980034
81	1.55	0.9629629629629629	0.8922637976190929	0.9917379751286707
126	2.225	0.9206349206349206	0.85852236282016	0.9578578670598953
120	2.2583333333333333	0.925	0.8618753450181015	0.9617583635260006
126	2.35	0.9206349206349206	0.85852236282016	0.9578578670598953
96	1.7666666666666666	0.9479166666666666	0.8808616359914486	0.9805039832193835
81	1.5375	0.9629629629629629	0.8922637976190929	0.9917379751286707
175	3.140277777777778	0.8742857142857143	0.8163591308914016	0.9161332165980034
185	3.2222222222222223	0.8648648648648649	0.8075775935856024	0.9073077967469472
120	2.2083333333333335	0.925	0.8618753450181015	0.9617583635260006
153	2.7375	0.8954248366013072	0.8359525936079629	0.9355270961998884
140	2.584722222222222	0.9071428571428571	0.8464410538134742	0.9460981830285752
140	2.522222222222222	0.9071428571428571	0.8464410538134742	0.9460981830285752
144	2.6	0.9027777777777778	0.8423441728746867	0.9422801194267559
131	2.4472222222222224	0.916030534351145	0.8544968028962253	0.9538599217587868
115	2.073611111111111	0.9304347826086956	0.8667907659545058	0.966251852189129
72	1.3	0.9722222222222222	0.8984727336352062	0.9981344922459169
126	2.325	0.9206349206349206	0.85852236282016	0.9578578670598953
62	1.1680555555555556	0.9838709677419355	0.9059073312775261	1.0053725989469522
115	2.1486111111111112	0.9304347826086956	0.8667907659545058	0.966251852189129
161	2.8930555555555557	0.8881987577639752	0.8293938026117422	0.9289105759970908
149	2.709722222222222	0.8993288590604027	0.839548507651714	0.9390360525729093
131	2.397222222222222	0.916030534351145	0.8544968028962253	0.9538599217587868
