annotTriples	annotCost	estimatedAcc	lowerBound	upperBound
324	3.6	0.5469519156728958	0.4964951445395247	0.5964620895960331
354	3.933333333333333	0.49610604870565556	0.44634192439424225	0.5459474434130035
417	4.633333333333334	0.4975048492636855	0.44775139022637644	0.5473077707462862
418	4.652777777777778	0.4769887124153865	0.42736795105461867	0.5270678935089366
375	4.166666666666667	0.47442356118229806	0.4247853085692571	0.5245724771655992
369	4.1	0.5023026671630768	0.4525963237822379	0.5519635372498037
402	4.466666666666667	0.5187341940961862	0.46871812260243995	0.5683776162083845
291	3.2333333333333334	0.4888268739984404	0.43923068099869467	0.5386440234541227
330	3.6666666666666665	0.4512921643081026	0.4018382799032331	0.501727165797766
306	3.4	0.4654767712084823	0.4161640199143977	0.5154736843018204
435	4.833333333333333	0.4617712959958114	0.41235272483248436	0.5119527074360195
357	3.966666666666667	0.5061255130394093	0.456141996148925	0.5559868814679191
394	4.386111111111111	0.503610319158572	0.4538036140214184	0.5533454743522909
411	4.579166666666667	0.49495312207547637	0.4451147132857435	0.544892029417217
432	4.8	0.5022388647218645	0.45247408891716545	0.5519593221717554
321	3.566666666666667	0.45638753182372455	0.4069815113293077	0.5066668324581639
335	3.7263888888888888	0.4666819425716723	0.41701679674042935	0.5170163560806323
425	4.726388888888889	0.5223077667211065	0.47235451476877854	0.571818768103698
414	4.6	0.4826154826177421	0.4329637083873182	0.532612921773803
399	4.433333333333334	0.47663020128332056	0.4269475821335159	0.52677964744128
399	4.433333333333334	0.5166627628997815	0.4665029725933079	0.5664890278519064
387	4.3	0.5153668018237142	0.46536800274553203	0.5650598728756988
337	3.7527777777777778	0.48706733824313514	0.43758383470393447	0.5368056522221103
362	4.026388888888889	0.49486289339734735	0.4451822256642247	0.5446452132685198
360	4.0	0.48901213256833487	0.4391413023395503	0.5391026543003384
405	4.5	0.515237875043505	0.4653854366931284	0.5647889065607116
309	3.433333333333333	0.4838726151983867	0.4341748304202174	0.5338914495803962
420	4.666666666666667	0.5026751752561139	0.4528710741428057	0.5524262463144678
370	4.1194444444444445	0.5005536460788628	0.4506771850355528	0.5504190912706374
309	3.433333333333333	0.49226640439118974	0.4425210656604721	0.5421653526372244
372	4.133333333333334	0.4549323519154198	0.4054217920087111	0.5053501981029476
372	4.133333333333334	0.4708531312457774	0.42126533787369214	0.5210229784201024
333	3.7	0.5247929655733876	0.4746552553576505	0.5744357978684166
429	4.766666666666667	0.5221379143238928	0.4719206206145861	0.571911676798765
414	4.6	0.49217239475353586	0.44243716229943525	0.542063047473136
387	4.3	0.49855044592572445	0.4486607856192918	0.5484689864489055
450	5.0	0.5223301642208894	0.4722929631535367	0.5719231903400614
415	4.6194444444444445	0.49886920534795537	0.44905560698462615	0.5487052615270063
333	3.7	0.5150058028142551	0.46494822258045915	0.5647641068881899
324	3.6	0.506204924033888	0.4564858092270369	0.5558016142181854
386	4.293055555555555	0.4906017834608781	0.44089086490671575	0.5404992616903087
375	4.166666666666667	0.44667762437812786	0.3973959740362424	0.4970298603516161
465	5.166666666666667	0.5047411341419877	0.45496593835957516	0.554422526728337
423	4.7	0.4993399732928365	0.4493925079496224	0.5493006149431097
330	3.6666666666666665	0.4984342304084368	0.44874451844715096	0.548154889858784
399	4.433333333333334	0.5019154373070351	0.45191468391784784	0.5518779095698576
369	4.1	0.5503108419693096	0.4998980923685923	0.5997110884964885
420	4.666666666666667	0.49098085932944535	0.4413395913928163	0.5408006278607614
348	3.8666666666666667	0.503194858934349	0.4533982368605928	0.5529281805894747
447	4.966666666666667	0.4819172214634776	0.43215314195044	0.5320426207685082
402	4.466666666666667	0.45127981855127497	0.40186654736493366	0.5016728382218937
418	4.652777777777778	0.5024542107628766	0.4526359257819079	0.5522238141088045
420	4.666666666666667	0.5516113678033414	0.5012176288238044	0.6009672053356148
396	4.4	0.521501682186219	0.47147497766985724	0.5711007901992391
351	3.9	0.44752462701658635	0.3982427180680225	0.49785937766377214
