annotTriples	annotCost	estimatedAcc	MoE	lowerBound	upperBound
108	2.1	0.9259259259259259	0.049622362863213525	0.8763035630627124	0.9755482887891395
86	1.6722222222222223	0.9418604651162791	0.04974709081804782	0.8921133742982312	0.9916075559343269
161	3.1055555555555556	0.8819875776397516	0.04999000685753199	0.8319975707822196	0.9319775844972835
145	2.8194444444444446	0.896551724137931	0.04974118740825531	0.8468105367296758	0.9462929115461863
114	2.2041666666666666	0.9210526315789473	0.04971871804473628	0.8713339135342111	0.9707713496236836
165	3.2083333333333335	0.8787878787878788	0.04995065893980686	0.8288372198480719	0.9287385377276857
101	1.9638888888888888	0.9306930693069307	0.04977825453019495	0.8809148147767358	0.9804713238371257
173	3.363888888888889	0.8728323699421965	0.049789478619231185	0.8230428913229653	0.9226218485614277
114	2.216666666666667	0.9210526315789473	0.049718718044736265	0.8713339135342111	0.9707713496236836
30	0.5833333333333334	1.0	0.0	1.0	1.0
135	2.6125	0.9037037037037037	0.04994747231473847	0.8537562313889652	0.9536511760184422
161	3.1305555555555555	0.8819875776397516	0.04999000685753195	0.8319975707822196	0.9319775844972835
125	2.4305555555555554	0.912	0.04986272438580169	0.8621372756141983	0.9618627243858018
153	2.975	0.8888888888888888	0.04996073065256958	0.8389281582363193	0.9388496195414584
40	0.7777777777777778	0.975	0.04899909961350135	0.9260009003864986	1.0239990996135013
40	0.7777777777777778	0.975	0.04899909961350135	0.9260009003864986	1.0239990996135013
169	3.286111111111111	0.8757396449704142	0.04988238966480013	0.825857255305614	0.9256220346352144
101	1.9638888888888888	0.9306930693069307	0.04977825453019497	0.8809148147767357	0.9804713238371258
125	2.4305555555555554	0.912	0.04986272438580171	0.8621372756141983	0.9618627243858018
149	2.897222222222222	0.8926174496644296	0.049878889604374296	0.8427385600600553	0.9424963392688038
55	1.0569444444444445	0.9636363636363636	0.04992768783767696	0.9137086757986866	1.0135640514740405
145	2.8194444444444446	0.896551724137931	0.04974118740825531	0.8468105367296758	0.9462929115461863
120	2.3333333333333335	0.9166666666666666	0.0496580551933954	0.8670086114732712	0.966324721860062
120	2.3333333333333335	0.9166666666666666	0.0496580551933954	0.8670086114732712	0.966324721860062
157	3.040277777777778	0.8853503184713376	0.04999537061098952	0.8353549478603481	0.9353456890823271
101	1.9638888888888888	0.9306930693069307	0.049778254530194965	0.8809148147767358	0.9804713238371257
140	2.709722222222222	0.9	0.04987259262774956	0.8501274073722505	0.9498725926277496
40	0.7777777777777778	0.975	0.048999099613501344	0.9260009003864986	1.0239990996135013
120	2.3208333333333333	0.9166666666666666	0.049658055193395396	0.8670086114732712	0.966324721860062
169	3.286111111111111	0.8757396449704142	0.049882389664800124	0.8258572553056142	0.9256220346352143
125	2.4305555555555554	0.912	0.04986272438580169	0.8621372756141983	0.9618627243858018
130	2.5277777777777777	0.9076923076923077	0.04995069212283029	0.8577416155694774	0.957642999815138
120	2.3333333333333335	0.9166666666666666	0.049658055193395396	0.8670086114732712	0.966324721860062
30	0.5833333333333334	1.0	0.0	1.0	1.0
165	3.2083333333333335	0.8787878787878788	0.049950658939806866	0.8288372198480719	0.9287385377276857
157	3.040277777777778	0.8853503184713376	0.04999537061098954	0.835354947860348	0.9353456890823272
55	1.0694444444444444	0.9636363636363636	0.049927687837676954	0.9137086757986866	1.0135640514740405
40	0.7777777777777778	0.975	0.04899909961350136	0.9260009003864986	1.0239990996135013
77	1.4972222222222222	0.948051948051948	0.049893273095184515	0.8981586749567635	0.9979452211471326
153	2.975	0.8888888888888888	0.04996073065256958	0.8389281582363193	0.9388496195414584
199	3.8694444444444445	0.8492462311557789	0.049838664832330584	0.7994075663234483	0.8990848959881095
145	2.8069444444444445	0.896551724137931	0.04974118740825531	0.8468105367296758	0.9462929115461863
125	2.4305555555555554	0.912	0.04986272438580169	0.8621372756141983	0.9618627243858018
130	2.515277777777778	0.9076923076923077	0.049950692122830286	0.8577416155694774	0.957642999815138
135	2.625	0.9037037037037037	0.049947472314738464	0.8537562313889652	0.9536511760184422
130	2.5277777777777777	0.9076923076923077	0.04995069212283027	0.8577416155694774	0.957642999815138
67	1.3027777777777778	0.9552238805970149	0.049894414989270004	0.9053294656077449	1.005118295586285
130	2.5277777777777777	0.9076923076923077	0.049950692122830286	0.8577416155694774	0.957642999815138
183	3.5458333333333334	0.8633879781420765	0.04989532491992046	0.813492653222156	0.9132833030619969
145	2.8194444444444446	0.896551724137931	0.04974118740825531	0.8468105367296758	0.9462929115461863
120	2.3333333333333335	0.9166666666666666	0.04965805519339542	0.8670086114732712	0.966324721860062
196	3.811111111111111	0.8520408163265306	0.049834711510548704	0.8022061048159819	0.9018755278370794
205	3.986111111111111	0.8439024390243902	0.04980548653806688	0.7940969524863233	0.8937079255624572
165	3.2083333333333335	0.8787878787878788	0.04995065893980688	0.8288372198480719	0.9287385377276857
145	2.8194444444444446	0.896551724137931	0.04974118740825531	0.8468105367296758	0.9462929115461863
101	1.9638888888888888	0.9306930693069307	0.049778254530194965	0.8809148147767358	0.9804713238371257
135	2.625	0.9037037037037037	0.04994747231473848	0.8537562313889652	0.9536511760184422
180	3.5	0.8666666666666667	0.04979858359751794	0.8168680830691487	0.9164652502641847
145	2.8069444444444445	0.896551724137931	0.04974118740825531	0.8468105367296758	0.9462929115461863
30	0.5833333333333334	1.0	0.0	1.0	1.0
196	3.798611111111111	0.8520408163265306	0.04983471151054869	0.8022061048159819	0.9018755278370794
186	3.6166666666666667	0.8602150537634409	0.04996845804154828	0.8102465957218926	0.9101835118049891
