annotTriples	annotCost	estimatedAcc	MoE	lowerBound	upperBound
100	0.9444444444444444	0.0605540536169841	0.048987846216591406	0.011566207400392693	0.10954189983357551
110	1.038888888888889	0.09934033998420927	0.04965696414513264	0.04968337583907663	0.14899730412934192
65	0.6138888888888889	0.15155675710641273	0.04834465184371267	0.10321210526270005	0.1999014089501254
145	1.3694444444444445	0.10005801765670687	0.048849989393947274	0.051208028262759595	0.14890800705065416
55	0.5194444444444445	0.07440640731292186	0.04651966292641041	0.027886744386511453	0.12092607023933227
150	1.4166666666666667	0.09058925574991968	0.0495110037115427	0.04107825203837698	0.14010025946146237
65	0.6138888888888889	0.08807862344288597	0.04983425688251843	0.038244366560367546	0.13791288032540439
45	0.425	0.03588388362487947	0.04651966292641041	-0.010635779301530937	0.08240354655128988
175	1.6527777777777777	0.09167279241982645	0.049785710036886956	0.0418870823829395	0.1414585024567134
160	1.511111111111111	0.12535845551853425	0.049672860692996555	0.07568559482553769	0.1750313162115308
45	0.425	0.06159073458975063	0.045212862555122385	0.016377872034628246	0.10680359714487302
135	1.275	0.09614774763119577	0.04900744151185792	0.047140306119337845	0.1451551891430537
155	1.4638888888888888	0.11865884012317247	0.04958619885274976	0.06907264127042272	0.16824503897592225
310	2.9277777777777776	0.0833522097129655	0.044064887906077786	0.039287321806887716	0.1274170976190433
108	1.025	0.10642042061467373	0.04922539682676603	0.0571950237879077	0.15564581744143977
65	0.6138888888888889	0.11192137655711404	0.04983425688251843	0.06208711967459561	0.16175563343963245
90	0.85	0.1009234226949735	0.04898784621659141	0.05193557647838208	0.14991126891156492
30	0.2833333333333333	0.18073873815597882	0.037751379511077106	0.14298735864490172	0.21849011766705592
65	0.6138888888888889	0.08807862344288597	0.04983425688251843	0.038244366560367546	0.13791288032540439
95	0.8972222222222223	0.11101576496447087	0.04763805905560126	0.0633777059088696	0.15865382402007214
70	0.6611111111111111	0.04358838836248795	0.04890915766587217	-0.0053207693033842235	0.09249754602836012
75	0.7083333333333334	0.04770450473760848	0.04607350531455821	0.0016309994230502764	0.09377801005216668
